Alloy code, C, Si, Mn, P, S, Ni, Cr, Mo, Cu, Al, N, Temperature (ĄãC), 0.2% Proof Stress (MPa), Tensile Strength (MPa), Elongation (%), Reduction in Area (%)
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,500,200,354,28,76
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,550,213,311,30,82
LAE,0.14,0.22,0.46,0.012,0.012,0.01,0.03,0.5,0.03,0.006,0.006,600,156,266,37,85
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,27,290,450,36,74
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,100,267,414,30,72
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,200,260,463,22,68
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,300,203,487,28,42
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,400,182,438,32,73
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,450,192,418,30,74
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,500,167,372,29,80
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,550,175,313,37,83
LAF,0.15,0.25,0.58,0.008,0.01,0.05,0.11,0.52,0.04,0.007,0.011,600,146,253,44,87
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,27,310,460,29,63
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,100,308,445,20,59
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,200,317,556,18,47
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,300,278,557,24,28
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,400,252,456,28,65
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,450,249,416,29,72
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,500,237,374,29,79
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,550,237,321,30,84
LAG,0.2,0.28,0.59,0.012,0.01,0.02,0.02,0.54,0.07,0.003,0.0054,600,175,258,47,85
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,27,320,480,30,64
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,100,304,469,19,57
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,200,310,592,17,45
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,300,275,596,25,48
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,400,238,487,27,61
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,450,249,437,26,68
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,500,248,385,34,77
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,550,219,330,35,83
LAH,0.17,0.3,0.63,0.012,0.012,0.04,0.09,0.52,0.1,0.003,0.007,600,177,268,39,83
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,27,300,440,29,66
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,100,408,512,20,64
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,200,314,546,19,51
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,300,263,541,27,54
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,400,237,441,27,65
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,450,261,407,31,71
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,500,250,365,26,76
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,550,215,317,32,81
LAJ,0.13,0.23,0.66,0.01,0.01,0.08,0.06,0.51,0.13,0.004,0.0057,600,188,256,37,81
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,27,420,530,23,65
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,100,324,437,17,59
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,200,412,616,17,52
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,300,364,624,24,52
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,400,367,532,26,64
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,450,320,478,26,69
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,500,306,420,27,79
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,550,276,364,29,84
LAL,0.14,0.39,0.63,0.008,0.005,0,0,0.58,0.03,0.004,0.006,600,243,304,32,83
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,27,395,520,24,66
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,100,380,506,19,61
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,200,391,609,18,49
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,300,378,614,23,51
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,400,330,519,26,64
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,450,328,477,27,71
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,500,292,422,29,80
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,550,268,369,35,86
LAM,0.14,0.4,0.67,0.007,0.004,0,0,0.6,0.03,0.004,0.007,600,235,303,49,84
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,27,380,520,25,64
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,100,371,505,19,61
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,200,367,606,18,48
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,300,330,610,25,51
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,400,323,517,26,64
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,450,323,467,27,72
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,500,276,417,28,80
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,550,261,365,33,84
LAN,0.14,0.39,0.64,0.006,0.005,0,0,0.58,0.03,0.005,0.008,600,217,291,46,84
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,27,300,520,29,58
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,100,284,484,29,58
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,200,228,449,27,57
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,300,223,483,26,48
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,350,214,475,28,54
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,400,199,432,33,61
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,450,172,372,36,69
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,500,165,314,39,69
CaC,0.28,0.3,0.7,0.022,0.011,0.14,0.07,0.02,0.22,0.004,0.0097,550,153,253,52,72
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,27,290,500,32,60
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,100,266,454,31,61
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,200,224,447,28,58
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,300,194,458,28,52
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,350,198,460,30,55
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,400,194,422,31,62
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,450,179,368,37,71
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,500,163,310,34,70
CaE,0.34,0.22,0.7,0.016,0.012,0.14,0.1,0.03,0.2,0.002,0.0107,550,164,283,46,81
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,27,275,490,30,56
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,100,258,445,29,55
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,200,228,440,26,53
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,300,186,457,27,52
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,350,179,457,30,60
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,400,183,425,33,61
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,450,183,382,33,74
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,500,168,338,32,77
CaF,0.28,0.19,0.8,0.01,0.012,0,0.06,0.22,0.04,0.016,0.0073,550,149,256,37,81
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,27,310,530,27,55
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,100,300,498,27,54
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,200,254,486,22,46
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,300,235,522,22,47
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,350,221,514,26,53
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,400,213,480,29,64
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,450,226,434,30,67
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,500,213,380,28,73
CaG,0.29,0.2,0.93,0.014,0.015,0.03,0.03,0.36,0.06,0.018,0.0045,550,198,322,40,82
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,27,305,530,27,54
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,100,270,487,28,51
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,200,259,478,23,50
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,300,226,518,26,46
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,350,214,503,29,60
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,400,213,477,32,68
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,450,202,424,33,73
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,500,202,381,37,77
CaH,0.29,0.22,1,0.016,0.011,0.05,0.07,0.34,0.05,0.011,0.0035,550,194,315,42,83
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,27,295,470,32,66
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,100,289,443,28,63
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,200,274,450,24,61
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,300,223,468,23,56
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,350,207,464,25,63
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,400,194,408,33,71
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,450,198,388,31,71
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,500,186,330,37,79
CaM,0.22,0.22,0.82,0.015,0.006,0.05,0.06,0.18,0.08,0.005,0.0082,550,172,273,40,85
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,27,270,480,30,58
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,100,262,471,24,55
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,200,224,431,25,55
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,300,199,526,23,48
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,350,205,526,26,53
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,400,186,443,28,62
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,450,168,376,36,72
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,500,179,345,35,72
CaN,0.26,0.23,0.74,0.016,0.006,0.05,0.04,0.15,0.07,0.007,0.0108,550,153,268,51,82
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,27,655,810,17,61
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,100,621,754,16,57
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,200,591,729,15,54
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,300,580,722,15,52
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,400,538,678,16,55
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,450,514,629,17,62
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,500,481,570,17,65
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,550,469,504,19,80
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,600,358,444,23,85
VaA,0.28,0.2,0.72,0.015,0.012,0.32,1.02,1.12,0.2,0.002,0.0075,650,257,375,32,91
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,27,665,810,18,63
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,100,617,761,16,54
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,200,602,733,16,56
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,300,566,724,14,52
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,400,561,674,18,60
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,450,517,634,16,55
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,500,509,573,16,68
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,550,438,514,20,76
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,600,363,460,25,87
VaB,0.28,0.18,0.75,0.012,0.009,0.32,1,1.25,0.14,0.002,0.009,650,254,364,35,92
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,27,690,830,17,59
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,100,662,786,16,58
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,200,624,750,16,57
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,300,602,743,15,56
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,400,553,695,16,57
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,450,544,644,16,62
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,500,492,576,18,74
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,550,446,529,19,80
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,600,360,459,25,87
VaC,0.29,0.2,0.75,0.01,0.009,0.34,1,1.25,0.14,0.002,0.0075,650,256,376,37,93
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,27,645,810,19,60
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,100,613,751,16,56
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,200,596,738,15,53
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,300,569,731,13,49
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,400,538,690,14,50
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,450,522,631,17,62
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,500,506,569,18,67
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,550,432,510,19,77
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,600,353,455,20,84
VaD,0.3,0.28,0.72,0.014,0.006,0.35,0.93,1.22,0.16,0.002,0.0093,650,277,373,34,91
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,27,685,830,17,62
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,100,642,786,15,59
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,200,618,752,15,54
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,300,596,746,14,51
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,400,569,697,16,63
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,450,545,647,15,67
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,500,521,598,16,73
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,550,463,537,21,83
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,600,378,470,22,88
VaG,0.29,0.26,0.76,0.009,0.007,0.45,1.12,1.18,0.07,0.003,0.0103,650,279,391,28,92
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,27,660,820,17,59
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,100,622,775,16,61
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,200,599,741,14,52
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,300,579,727,13,48
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,400,560,687,13,52
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,450,522,632,16,54
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,500,500,583,17,70
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,550,446,525,19,80
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,600,365,461,20,85
VaH,0.29,0.26,0.77,0.009,0.007,0.46,1.12,1.2,0.08,0.004,0.0095,650,284,391,25,89
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,27,640,800,18,62
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,100,601,748,17,62
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,200,577,729,16,59
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,300,560,716,14,55
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,400,534,666,17,60
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,450,508,612,18,67
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,500,493,558,19,75
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,550,430,506,20,83
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,600,347,437,25,87
Vaj,0.29,0.21,0.66,0.01,0.008,0.51,1.07,1.29,0.06,0.005,0.0097,650,267,370,32,91
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,27,655,810,18,62
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,100,634,766,16,61
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,200,598,747,16,59
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,300,585,737,14,53
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,400,545,682,17,63
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,450,522,631,17,68
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,500,497,574,19,73
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,550,437,522,20,84
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,600,358,451,27,89
VaR,0.3,0.27,0.7,0.012,0.012,0.44,1.1,1.35,0.11,0.003,0.0082,650,271,382,28,90
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,27,425,580,26,71
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,100,393,525,23,69
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,200,419,551,21,69
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,300,395,588,21,62
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,350,399,575,26,70
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,400,367,534,25,71
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,450,352,481,24,72
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,500,322,409,23,78
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,550,303,374,30,84
LaA,0.18,0.26,1.33,0.015,0.008,0.55,0.11,0.49,0.11,0.028,0.006,600,240,313,31,84
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,27,455,590,26,72
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,100,427,548,23,71
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,200,436,566,21,67
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,300,435,608,20,61
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,350,405,572,25,66
LaB,0.17,0.23,1.34,0.014,0.009,0.57,0.16,0.49,0.11,0.038,0.007,400,366,531,26,68
